Accession,Species,Total read count,16S read count,16S on target %,ITS read count,ITS on target %,Symbiosis read count,Symbiosis on target %,Batch
JERC-LEHI-82-3-Rh,Lespedeza hirta,3540468,1666162,47.06%,199490,5.63%,486966,13.75%,May-25
JERC-LEHI-82-3-Ro,Lespedeza hirta,4335522,1479092,34.12%,552440,12.74%,1722344,39.73%,May-25
JERC-LEST-78-5-No,Lespedeza stuevei,4653318,1758210,37.78%,489970,10.53%,1726284,37.10%,May-25
JERC-LEST-78-5-Rh,Lespedeza stuevei,13476700,2708100,20.09%,1816480,13.48%,739284,5.49%,May-25
JERC-LEST-78-5-Ro,Lespedeza stuevei,8903060,7890116,88.62%,1551108,17.42%,166822,1.87%,May-25
JERC-LEVI-79-2-No,Lespedeza virginica,3361480,1754746,52.20%,255004,7.59%,403624,12.01%,May-25
JERC-LEVI-79-2-Rh,Lespedeza virginica,3167540,1594540,50.34%,144982,4.58%,461798,14.58%,May-25
JERC-LEVI-79-2-Ro,Lespedeza virginica,4423996,3494552,78.99%,1461942,33.05%,66772,1.51%,May-25
JERC-RHDI-59-3-No,Rhynchosia difformis,11295196,3068220,27.16%,411542,3.64%,6173090,54.65%,May-25
JERC-RHDI-59-3-Rh,Rhynchosia difformis,5490562,2140154,38.98%,439914,8.01%,153620,2.80%,May-25
JERC-RHDI-59-3-Ro,Rhynchosia difformis,8130164,3363798,41.37%,2259596,27.79%,8908,0.11%,May-25
JERC-RHRE-55-1-No,Rhynchosia reniformis,7884530,1610092,20.42%,134162,1.70%,4524228,57.38%,May-25
JERC-RHRE-55-1-Rh,Rhynchosia reniformis,16007572,5922304,37.00%,2443264,15.26%,300390,1.88%,May-25
JERC-RHRE-55-1-Ro,Rhynchosia reniformis,6060584,5107262,84.27%,1265390,20.88%,14044,0.23%,May-25
JERC-RHTO-58-1-No,Rhynchosia tomentosa,9171026,2941996,32.08%,378772,4.13%,4614726,50.32%,May-25
JERC-RHTO-58-1-Rh,Rhynchosia tomentosa,6167948,2163624,35.08%,549214,8.90%,134562,2.18%,May-25
JERC-RHTO-58-1-Ro,Rhynchosia tomentosa,8159490,3087634,37.84%,1724522,21.14%,96124,1.18%,May-25
JERC-STBI-63-1-No,Stylosanthes biflora,23610236,4949678,20.96%,1157526,4.90%,16574662,70.20%,May-25
JERC-STBI-63-1-Rh,Stylosanthes biflora,10213090,4006922,39.23%,1211636,11.86%,1134294,11.11%,May-25
JERC-STBI-63-1-Ro,Stylosanthes biflora,9841426,7716448,78.41%,2829632,28.75%,49244,0.50%,May-25
JERC-STBI-72-3-No,Stylosanthes biflora,9260158,3150650,34.02%,708252,7.65%,5029310,54.31%,May-25
JERC-STBI-72-3-Rh,Stylosanthes biflora,11423924,3596110,31.48%,838636,7.34%,6558262,57.41%,May-25
JERC-STBI-72-3-Ro,Stylosanthes biflora,5072194,4093810,80.71%,2003712,39.50%,102200,2.01%,May-25
JERC-TECW-66-3-No,Tephrosia chrysophylla,4749778,3070462,64.64%,1079640,22.73%,565514,11.91%,May-25
JERC-TECW-66-3-Rh,Tephrosia chrysophylla,8036856,3978968,49.51%,1075626,13.38%,1096278,13.64%,May-25
JERC-TECW-66-3-Ro,Tephrosia chrysophylla,9386104,5447482,58.04%,1498952,15.97%,1195838,12.74%,May-25
JORN-1-No,Astragalus allochrus,13603432,3178992,23.37%,658704,4.84%,10756044,79.07%,May-25
JORN-1-Rh,Astragalus allochrus,2441798,1043236,42.72%,440394,18.04%,296102,12.13%,May-25
JORN-1-Ro,Astragalus allochrus,6033296,5183744,85.92%,2021932,33.51%,21458,0.36%,May-25
JORN-2-1-No,Dalea nana,15611842,4133378,26.48%,3840786,24.60%,74352,0.48%,May-25
JORN-2-1-Rh,Dalea nana,10489216,2896282,27.61%,2290724,21.84%,643232,6.13%,May-25
JORN-2-1-Ro,Dalea nana,6985604,6184122,88.53%,3844178,55.03%,23194,0.33%,May-25
JORN-3-1-No,Dalea nana,5610916,4711030,83.96%,2430028,43.31%,42052,0.75%,May-25
JORN-3-1-Rh,Dalea nana,12499962,5614280,44.91%,3285800,26.29%,428656,3.43%,May-25
JORN-3-1-Ro,Dalea nana,5797266,4684284,80.80%,3279078,56.56%,8510,0.15%,May-25
JORN-4-1-No,Desmanthus coolyii,4917122,4434376,90.18%,1390326,28.28%,60462,1.23%,May-25
JORN-4-1-Rh,Desmanthus coolyii,49046666,5829012,11.88%,13441450,27.41%,169772,0.35%,May-25
JORN-4-1-Ro,Desmanthus coolyii,93656,58018,61.95%,31876,34.04%,28474,30.40%,May-25
KONA-1-1-Rh,Glycine max,2336870,588576,25.19%,304424,13.03%,28474,1.22%,May-25
KONA-1-1-Ro,Glycine max,7643730,4175590,54.63%,1975698,25.85%,28474,0.37%,May-25
KONA-2-1-No,Glycine max,5672752,711346,12.54%,387320,6.83%,28474,0.50%,May-25
KONA-2-1-Rh,Glycine max,2509622,1294614,51.59%,284998,11.36%,28474,1.13%,May-25
KONA-2-1-Ro,Glycine max,4232412,243016,5.74%,1400880,33.10%,28474,0.67%,May-25
KONA-3-1-No,Glycine max,4928166,1327138,26.93%,158812,3.22%,28474,0.58%,May-25
KONA-3-1-Rh,Glycine max,3910410,1388662,35.51%,528178,13.51%,28474,0.73%,May-25
KONA-3-1-Ro,Glycine max,5243104,547502,10.44%,1767722,33.72%,11088,0.21%,May-25
KONZ-10-1-No,Desmodium illinoense,8647118,83302,0.96%,398394,4.61%,6347894,73.41%,May-25
KONZ-10-1-Rh,Desmodium illinoense,25157900,1079766,4.29%,6820096,27.11%,247646,0.98%,May-25
KONZ-10-1-Ro,Desmodium illinoense,22015010,1178576,5.35%,4395332,19.97%,28212,0.13%,May-25
KONZ-11-1-No,Amorpha canescens,10646824,2585498,24.28%,1377186,12.94%,3493208,32.81%,May-25
KONZ-11-1-Rh,Amorpha canescens,7116660,3517554,49.43%,991238,13.93%,1753638,24.64%,May-25
KONZ-11-1-Ro,Amorpha canescens,6910428,4551832,65.87%,2650936,38.36%,24260,0.35%,May-25
KONZ-12-1-No,Dalea candida,21248234,1957828,9.21%,730830,3.44%,15031450,70.74%,May-25
KONZ-12-1-Rh,Dalea candida,5411538,2872636,53.08%,637436,11.78%,557658,10.30%,May-25
KONZ-12-1-Ro,Dalea candida,9826302,1533302,15.60%,3016128,30.69%,38842,0.40%,May-25
KONZ-13-1-No,Dalea purpurea,3504576,398002,11.36%,2543164,72.57%,19014,0.54%,May-25
KONZ-13-1-Rh,Dalea purpurea,8915380,1614346,18.11%,1845854,20.70%,331160,3.71%,May-25
KONZ-13-1-Ro,Dalea purpurea,3922626,189554,4.83%,2371966,60.47%,20338,0.52%,May-25
KONZ-14-1-No,Lespedeza violacea,10093720,944890,9.36%,7502628,74.33%,590324,5.85%,May-25
KONZ-14-1-Rh,Lespedeza violacea,18187928,3168624,17.42%,3427116,18.84%,639260,3.51%,May-25
KONZ-14-1-Ro,Lespedeza violacea,23382726,2014602,8.62%,17084294,73.06%,18198,0.08%,May-25
KONZ-15-1-No,Ceanothus herbaceus,43921300,3067416,6.98%,5527120,12.58%,21641710,49.27%,May-25
KONZ-15-1-Rh,Ceanothus herbaceus,4431706,1777926,40.12%,590158,13.32%,579260,13.07%,May-25
KONZ-15-1-Ro,Ceanothus herbaceus,5369784,1297360,24.16%,1377096,25.65%,17606,0.33%,May-25
KONZ-16-1-No,Ceanothus herbaceus,29995852,1665364,5.55%,5464256,18.22%,9831670,32.78%,May-25
KONZ-16-1-Rh,Ceanothus herbaceus,9713966,2913396,29.99%,1236690,12.73%,1470442,15.14%,May-25
KONZ-16-1-Ro,Ceanothus herbaceus,2282634,771318,33.79%,616296,27.00%,14664,0.64%,May-25
KONZ-1-No,Lespedeza capitata,4241618,1509556,35.59%,324448,7.65%,1736600,40.94%,May-25
KONZ-1-Rh,Lespedeza capitata,217390,1509556,694.40%,57680,26.53%,55362,25.47%,May-25
KONZ-1-Ro,Lespedeza capitata,7524058,2253814,29.95%,5013626,66.63%,92400,1.23%,May-25
KONZ-2-1-No,Hylodesmum glutinosum,11304606,2787088,24.65%,501856,4.44%,6586706,58.27%,May-25
KONZ-2-1-Rh,Hylodesmum glutinosum,2349160,1581854,67.34%,211256,8.99%,93048,3.96%,May-25
KONZ-2-1-Ro,Hylodesmum glutinosum,7925906,6753656,85.21%,1158646,14.62%,33772,0.43%,May-25
KONZ-3-1-No,Lespedeza capitata,7519828,1475670,19.62%,1031916,13.72%,1249372,16.61%,May-25
KONZ-3-1-Rh,Lespedeza capitata,6134042,898712,14.65%,755752,12.32%,324958,5.30%,May-25
KONZ-3-1-Ro,Lespedeza capitata,7137904,3586318,50.24%,1638648,22.96%,33266,0.47%,May-25
KONZ-4-1-No,Lespedeza capitata,4613578,2563930,55.57%,951546,20.62%,1380170,29.92%,May-25
KONZ-4-1-Rh,Lespedeza capitata,3968418,448948,11.31%,615578,15.51%,191118,4.82%,May-25
KONZ-4-1-Ro,Lespedeza capitata,8932600,70154,0.79%,2055958,23.02%,8428,0.09%,May-25
KONZ-5-1-No,Desmodium perplexum,4937796,435772,8.83%,253362,5.13%,2564114,51.93%,May-25
KONZ-5-1-Rh,Desmodium perplexum,2102888,458898,21.82%,340294,16.18%,172700,8.21%,May-25
KONZ-5-1-Ro,Desmodium perplexum,9975458,8114726,81.35%,2374350,23.80%,30242,0.30%,May-25
KONZ-6-1-No,Dalea purpurea,21530216,2166148,10.06%,2470898,11.48%,15544524,72.20%,May-25
KONZ-6-1-Rh,Dalea purpurea,16017548,1689644,10.55%,1857516,11.60%,819754,5.12%,May-25
KONZ-6-1-Ro,Dalea purpurea,7992638,4626052,57.88%,3839576,48.04%,171046,2.14%,May-25
KONZ-7-1-No,Lespedeza capitata,4396524,498388,11.34%,500108,11.38%,2067588,47.03%,May-25
KONZ-7-1-Rh,Lespedeza capitata,13988544,1696922,12.13%,2140016,15.30%,881258,6.30%,May-25
KONZ-7-1-Ro,Lespedeza capitata,4973328,121822,2.45%,1485862,29.88%,10610,0.21%,May-25
KONZ-8-1-No,Hylodesmum glutinosum,4508204,819004,18.17%,1236494,27.43%,544362,12.07%,May-25
KONZ-8-1-Rh,Hylodesmum glutinosum,12216048,2723298,22.29%,1855116,15.19%,1294116,10.59%,May-25
KONZ-8-1-Ro,Hylodesmum glutinosum,2350328,435122,18.51%,724202,30.81%,16310,0.69%,May-25
KONZ-9-2-No,Lespedeza violacea,10031480,437940,4.37%,316710,3.16%,5707454,56.90%,May-25
KONZ-9-2-Rh,Lespedeza violacea,3708976,2291342,61.78%,912098,24.59%,54810,1.48%,May-25
KONZ-9-2-Ro,Lespedeza violacea,9300070,132398,1.42%,3792404,40.78%,30240,0.33%,May-25
LAJA-20-1-No,Alysicarpus vaginalis,12230694,3025028,24.73%,1077810,8.81%,7546108,61.70%,May-25
LAJA-20-1-Ro,Alysicarpus vaginalis,8951174,1751818,19.57%,2209004,24.68%,27574,0.31%,May-25
LAJA-21-1-Rh,Aeschynomene americana,1078620,81684,7.57%,59862,5.55%,457460,42.41%,May-25
LAJA-21-1-Ro,Aeschynomene americana,5294584,803566,15.18%,3000920,56.68%,69122,1.31%,May-25
LAJA-22-2-No,Desmanthus pernanbucanus,6265650,3157282,50.39%,3214412,51.30%,1044354,16.67%,May-25
LAJA-22-2-Rh,Desmanthus pernanbucanus,2177558,189522,8.70%,218840,10.05%,89384,4.10%,May-25
LAJA-22-2-Ro,Desmanthus pernanbucanus,6350442,577290,9.09%,3278366,51.62%,14214,0.22%,May-25
LAJA-23-1-No,Rhynchosia minima,14553228,651370,4.48%,844542,5.80%,9937330,68.28%,May-25
LAJA-23-1-Rh,Rhynchosia minima,6676400,2079062,31.14%,287930,4.31%,3841148,57.53%,May-25
LAJA-23-1-Ro,Rhynchosia minima,4866382,853298,17.53%,1791802,36.82%,35102,0.72%,May-25
LENO-10-2-No,Hylodesmum pauciflorum,9548904,529682,5.55%,321968,3.37%,3712938,38.88%,May-25
LENO-10-2-Rh,Hylodesmum pauciflorum,170366,97212,57.06%,34594,20.31%,19816,11.63%,May-25
LENO-10-2-Ro,Hylodesmum pauciflorum,1070152,836912,78.20%,201246,18.81%,40826,3.81%,May-25
LENO-1-1-No,Hylodesmum pauciflorum,10056130,554912,5.52%,1076268,10.70%,2231468,22.19%,May-25
LENO-1-1-Rh,Hylodesmum pauciflorum,8249284,348602,4.23%,1371554,16.63%,252714,3.06%,May-25
LENO-1-1-Ro,Hylodesmum pauciflorum,25345566,8190826,32.32%,3554032,14.02%,307118,1.21%,May-25
LENO-12-3-No,Amorpha fruticosa,20983508,2403128,11.45%,4700886,22.40%,1368880,6.52%,May-25
LENO-12-3-Rh,Amorpha fruticosa,156674,118008,75.32%,2392,1.53%,7944,5.07%,May-25
LENO-12-3-Ro,Amorpha fruticosa,8685804,564728,6.50%,1490878,17.16%,239438,2.76%,May-25
LENO-13-2-No,Amphicarpaea bracteata,13989502,5917272,42.30%,872508,6.24%,6825408,48.79%,May-25
LENO-13-2-Rh,Amphicarpaea bracteata,5204520,2488868,47.82%,522064,10.03%,120770,2.32%,May-25
LENO-13-2-Ro,Amphicarpaea bracteata,18353516,810396,4.42%,3282174,17.88%,80486,0.44%,May-25
LENO-14-3-No,Hylodesmum pauciflorum,9944234,3063822,30.81%,871150,8.76%,3448558,34.68%,May-25
LENO-14-3-Rh,Hylodesmum pauciflorum,107288,34716,32.36%,9048,8.43%,53348,49.72%,May-25
LENO-14-3-Ro,Hylodesmum pauciflorum,4609294,446396,9.68%,787112,17.08%,426638,9.26%,May-25
LENO-15-2-Ro,Elaeagnus umbellata,480054,376470,78.42%,227872,47.47%,5868,1.22%,May-25
LENO-16-2-Ro,Elaeagnus umbellata,4042170,1184592,29.31%,1317342,32.59%,78980,1.95%,May-25
LENO-2-1-No,Hylodesmum pauciflorum,7613624,753186,9.89%,255708,3.36%,4472952,58.75%,May-25
LENO-2-1-Rh,Hylodesmum pauciflorum,5722490,2350826,41.08%,902634,15.77%,238824,4.17%,May-25
LENO-2-1-Ro,Hylodesmum pauciflorum,6921494,2321336,33.54%,1217462,17.59%,124636,1.80%,May-25
LENO-3-2-No,Desmodium paniculatum,9210120,1114402,12.10%,909338,9.87%,5399632,58.63%,May-25
LENO-3-2-Rh,Desmodium paniculatum,86030,50990,59.27%,14184,16.49%,16242,18.88%,May-25
LENO-3-2-Ro,Desmodium paniculatum,14377566,592118,4.12%,2073706,14.42%,253196,1.76%,May-25
LENO-4-3-No,Hylodesmum pauciflorum,4387414,348632,7.95%,955374,21.78%,710146,16.19%,May-25
LENO-4-3-Rh,Hylodesmum pauciflorum,3048604,2045702,67.10%,181278,5.95%,217138,7.12%,May-25
LENO-4-3-Ro,Hylodesmum pauciflorum,9209612,5352070,58.11%,1919698,20.84%,18956,0.21%,May-25
LENO-5-2-No,Amorpha fruticosa,14670856,1844178,12.57%,492800,3.36%,10715096,73.04%,May-25
LENO-5-2-Rh,Amorpha fruticosa,2756036,1827938,66.32%,338134,12.27%,94264,3.42%,May-25
LENO-5-2-Ro,Amorpha fruticosa,10389356,1600458,15.40%,1438704,13.85%,91480,0.88%,May-25
LENO-6-1-No,Hylodesmum pauciflorum,10076868,631226,6.26%,55306,0.55%,7648318,75.90%,May-25
LENO-6-1-Rh,Hylodesmum pauciflorum,5382800,968732,18.00%,781838,14.52%,209932,3.90%,May-25
LENO-6-1-Ro,Hylodesmum pauciflorum,6719796,4882048,72.65%,1846828,27.48%,79636,1.19%,May-25
LENO-7-2-No,Amorpha fruticosa,7658880,464824,6.07%,986892,12.89%,1538844,20.09%,May-25
LENO-7-2-Rh,Amorpha fruticosa,6397774,447528,7.00%,1047368,16.37%,242262,3.79%,May-25
LENO-7-2-Ro,Amorpha fruticosa,14250462,12557764,88.12%,1987894,13.95%,24794,0.17%,May-25
LENO-8-3-No,Desmodium perplexum,14745546,831488,5.64%,310560,2.11%,3250150,22.04%,May-25
LENO-8-3-Rh,Desmodium perplexum,2051364,1520046,74.10%,38734,1.89%,121870,5.94%,May-25
LENO-8-3-Ro,Desmodium perplexum,5071964,3256064,64.20%,313458,6.18%,319688,6.30%,May-25
LENO-9-2-No,Amorpha fruticosa,11579354,1062528,9.18%,406120,3.51%,7461558,64.44%,May-25
LENO-9-2-Rh,Amorpha fruticosa,9805362,1172494,11.96%,732750,7.47%,5523040,56.33%,May-25
LENO-9-2-Ro,Amorpha fruticosa,6979106,2382784,34.14%,963852,13.81%,8808,0.13%,May-25
MC-1,ZymoBIOMICS mock community,23104712,1226008,5.31%,1694792,7.34%,116800,0.51%,May-25
MC-2,ZymoBIOMICS mock community,13485168,465418,3.45%,1007626,7.47%,53170,0.39%,May-25
MLBS-1-1-No,Elaeagnus umbellata,5240722,1168144,22.29%,1332444,25.42%,1614096,30.80%,May-25
MLBS-1-1-Rh,Elaeagnus umbellata,2511266,1691866,67.37%,153032,6.09%,86354,3.44%,May-25
MLBS-1-1-Ro,Elaeagnus umbellata,5036512,2713308,53.87%,1518214,30.14%,190624,3.78%,May-25
MLBS-2-1-Rh,Amphicarpaea bracteata,2133826,1635496,76.65%,219814,10.30%,54206,2.54%,May-25
MLBS-2-1-Ro,Amphicarpaea bracteata,10316694,9282240,89.97%,4403474,42.68%,20548,0.20%,May-25
N13-2-D-No,Trifolium lappaceum,20281780,3527494,17.39%,1030606,5.08%,15343312,75.65%,May-25
N13-2-D-Rh,Trifolium lappaceum,9912420,3588222,36.20%,3008460,30.35%,181814,1.83%,May-25
N13-2-D-Ro,Trifolium lappaceum,8379440,5670714,67.67%,2074916,24.76%,990288,11.82%,May-25
N34-2-D-No,Desmodium sessilifolium,7903152,4544312,57.50%,764556,9.67%,1895512,23.98%,May-25
N34-2-D-Rh,Desmodium sessilifolium,1995312,1015816,50.91%,176062,8.82%,66510,3.33%,May-25
N34-2-D-Ro,Desmodium sessilifolium,4479438,3306246,73.81%,1241278,27.71%,15106,0.34%,May-25
N35-4-D-No,Sesbania herbacea,10800774,3394834,31.43%,433426,4.01%,5841406,54.08%,May-25
N35-4-D-Rh,Sesbania herbacea,625040,478188,76.51%,181292,29.00%,28262,4.52%,May-25
N35-4-D-Ro,Sesbania herbacea,4039350,2654636,65.72%,1378316,34.12%,23166,0.57%,May-25
N36-4-D-No,Sesbania vesicaria,15743520,6019846,38.24%,3255278,20.68%,7919362,50.30%,May-25
N36-4-D-Rh,Sesbania vesicaria,9900972,3061712,30.92%,988098,9.98%,1924248,19.43%,May-25
N36-4-D-Ro,Sesbania vesicaria,13684502,7756602,56.68%,8077998,59.03%,195942,1.43%,May-25
N38-2-D-No,Aeschynomene indica,9169298,3737800,40.76%,790756,8.62%,4198208,45.79%,May-25
N38-2-D-Rh,Aeschynomene indica,3407546,173910,5.10%,1057724,31.04%,62936,1.85%,May-25
N38-2-D-Ro,Aeschynomene indica,16684728,3023858,18.12%,6967796,41.76%,1243986,7.46%,May-25
N39-2-D-No,Apios americana,3051096,728602,23.88%,398216,13.05%,1292854,42.37%,May-25
N39-2-D-Rh,Apios americana,17830434,12271850,68.83%,4593338,25.76%,787136,4.41%,May-25
N39-2-D-Ro,Apios americana,6561604,4790140,73.00%,2030636,30.95%,12100,0.18%,May-25
N49-3-D-No,Lackeya multiflora,5169278,1861796,36.02%,301166,5.83%,1651684,31.95%,May-25
N49-3-D-Rh,Lackeya multiflora,3604888,1854770,51.45%,343740,9.54%,167416,4.64%,May-25
N49-3-D-Ro,Lackeya multiflora,1102430,578600,52.48%,288604,26.18%,1940,0.18%,May-25
OAES-10-1-No,Astragalus lotiflorus,9296508,2332626,25.09%,498758,5.37%,6665208,71.70%,May-25
OAES-10-1-Rh,Astragalus lotiflorus,16349256,9326762,57.05%,6937628,42.43%,230518,1.41%,May-25
OAES-10-1-Ro,Astragalus lotiflorus,7583082,2526228,33.31%,1251746,16.51%,3927382,51.79%,May-25
OAES-11-1-No,Astragalus latiflorus,9293676,1804228,19.41%,384126,4.13%,6748600,72.61%,May-25
OAES-11-1-Rh,Astragalus latiflorus,1838290,1105326,60.13%,449260,24.44%,45502,2.48%,May-25
OAES-11-1-Ro,Astragalus latiflorus,2793558,2010478,71.97%,1629974,58.35%,3650,0.13%,May-25
OAES-1-1-No,Astragalus distortus,13384114,3790404,28.32%,2122436,15.86%,8472164,63.30%,May-25
OAES-1-1-Rh,Astragalus distortus,6563810,2471922,37.66%,1562538,23.81%,73306,1.12%,May-25
OAES-1-1-Ro,Astragalus distortus,3562484,2301986,64.62%,1173030,32.93%,15218,0.43%,May-25
OAES-12-2-No,Astragalus missouriensis,6132840,1137044,18.54%,290224,4.73%,4407824,71.87%,May-25
OAES-12-2-Rh,Astragalus missouriensis,1744460,760578,43.60%,326360,18.71%,30214,1.73%,May-25
OAES-12-2-Ro,Astragalus missouriensis,11490482,5987742,52.11%,2134132,18.57%,4120348,35.86%,May-25
OAES-13-1-No,Ceanothus herbaceus,1231090,690176,56.06%,170716,13.87%,37564,3.05%,May-25
OAES-13-1-Rh,Ceanothus herbaceus,608848,424978,69.80%,103518,17.00%,20356,3.34%,May-25
OAES-13-1-Ro,Ceanothus herbaceus,2412062,1404894,58.24%,438988,18.20%,29954,1.24%,May-25
OAES-14-1-No,Melilotus officinalis,48709794,793686,1.63%,997540,2.05%,46297418,95.05%,May-25
OAES-14-1-Rh,Melilotus officinalis,1621770,638798,39.39%,183308,11.30%,101422,6.25%,May-25
OAES-14-1-Ro,Melilotus officinalis,3360246,2043720,60.82%,1626326,48.40%,78208,2.33%,May-25
OAES-15-No,Astragalus crassicarpus var. crassicarpus,6261894,2237096,35.73%,709082,11.32%,3134946,50.06%,May-25
OAES-15-Rh,Astragalus crassicarpus var. crassicarpus,198948,91018,45.75%,16896,8.49%,72318,36.35%,May-25
OAES-15-Ro,Astragalus crassicarpus var. crassicarpus,6222064,5148096,82.74%,1310228,21.06%,198640,3.19%,May-25
OAES-16-1-No,Astragalus distortus,14765930,1881022,12.74%,539546,3.65%,10896174,73.79%,May-25
OAES-16-1-Rh,Astragalus distortus,17220394,11139308,64.69%,3898234,22.64%,1532266,8.90%,May-25
OAES-16-1-Ro,Astragalus distortus,11116970,5112958,45.99%,3102254,27.91%,426572,3.84%,May-25
OAES-17-No,Astragalus nuttallianus var. austrina,10957948,9390532,85.70%,3091998,28.22%,107020,0.98%,May-25
OAES-17-Rh,Astragalus nuttallianus var. austrina,10731508,9384890,87.45%,2116890,19.73%,71170,0.66%,May-25
OAES-17-Ro,Astragalus nuttallianus var. austrina,18317904,4657480,25.43%,608524,3.32%,14642290,79.93%,May-25
OAES-18-3-No,Astragalus missouriensis,4534130,2086794,46.02%,1687034,37.21%,36364,0.80%,May-25
OAES-18-3-Rh,Astragalus missouriensis,11100384,3777422,34.03%,2912564,26.24%,158438,1.43%,May-25
OAES-18-3-Ro,Astragalus missouriensis,5753902,3350834,58.24%,1580692,27.47%,16250,0.28%,May-25
OAES-20-No,Dalea enneandra,58928,33576,56.98%,13926,23.63%,5980,10.15%,May-25
OAES-20-Rh,Dalea enneandra,16446672,9921782,60.33%,10175362,61.87%,319072,1.94%,May-25
OAES-20-Ro,Dalea enneandra,3690456,2584942,70.04%,2383548,64.59%,14674,0.40%,May-25
OAES-21-3-No,Astragalus plattensis,14444894,4622434,32.00%,1273062,8.81%,9405806,65.12%,May-25
OAES-21-3-Rh,Astragalus plattensis,2699438,1763536,65.33%,413684,15.32%,200160,7.41%,May-25
OAES-21-3-Ro,Astragalus plattensis,3906302,3327948,85.19%,1123772,28.77%,6698,0.17%,May-25
OAES-2-1-No,Medicago minima,41920374,6007542,14.33%,383240,0.91%,37915012,90.45%,May-25
OAES-2-1-Rh,Medicago minima,1692692,493464,29.15%,239718,14.16%,22042,1.30%,May-25
OAES-2-1-Ro,Medicago minima,4984946,3759516,75.42%,1168268,23.44%,549638,11.03%,May-25
OAES-22-1-No,Medicago minima,19550968,4199908,21.48%,1711302,8.75%,16293496,83.34%,May-25
OAES-22-1-Rh,Medicago minima,20551832,11051504,53.77%,4308306,20.96%,719144,3.50%,May-25
OAES-22-1-Ro,Medicago minima,8755266,7377448,84.26%,4376040,49.98%,3776,0.04%,May-25
OAES-23-1-No,Astragalus lotiflorus,8946892,1462292,16.34%,222992,2.49%,6673050,74.59%,May-25
OAES-23-1-Rh,Astragalus lotiflorus,35242412,22799186,64.69%,8730292,24.77%,2262160,6.42%,May-25
OAES-23-1-Ro,Astragalus lotiflorus,5310322,2194412,41.32%,1022304,19.25%,2557736,48.17%,May-25
OAES-25-1-No,Astragalus nuttallianus var. nuttallianus,10474594,2647280,25.27%,1833440,17.50%,6812286,65.04%,May-25
OAES-25-1-Rh,Astragalus nuttallianus var. nuttallianus,7421596,4519726,60.90%,1829096,24.65%,294766,3.97%,May-25
OAES-25-1-Ro,Astragalus nuttallianus var. nuttallianus,2599354,1953714,75.16%,1166738,44.89%,14844,0.57%,May-25
OAES-26-1-No,Astragalus lotiflorus,7449044,1162594,15.61%,160916,2.16%,5464188,73.35%,May-25
OAES-26-1-Rh,Astragalus lotiflorus,9394730,3483100,37.08%,1879082,20.00%,559984,5.96%,May-25
OAES-26-1-Ro,Astragalus lotiflorus,2798472,1952678,69.78%,1441592,51.51%,101332,3.62%,May-25
OAES-27-2-No,Oxytropis lambertii,5935640,2246534,37.85%,508666,8.57%,3282686,55.30%,May-25
OAES-27-2-Rh,Oxytropis lambertii,5023748,2009908,40.01%,1071344,21.33%,85248,1.70%,May-25
OAES-27-2-Ro,Oxytropis lambertii,8764582,4999134,57.04%,1631118,18.61%,364324,4.16%,May-25
OAES-28-1-No,Astragalus missouriensis,9751188,1846004,18.93%,306998,3.15%,7077782,72.58%,May-25
OAES-28-1-Rh,Astragalus missouriensis,1858310,767884,41.32%,308786,16.62%,58520,3.15%,May-25
OAES-28-1-Ro,Astragalus missouriensis,16490946,11631372,70.53%,5760498,34.93%,65966,0.40%,May-25
OAES-29-1-No,Astragalus lotiflorus,5821000,2046400,35.16%,866580,14.89%,3110082,53.43%,May-25
OAES-29-1-Rh,Astragalus lotiflorus,8404102,4008172,47.69%,1459880,17.37%,118456,1.41%,May-25
OAES-29-1-Ro,Astragalus lotiflorus,3215916,1844176,57.35%,556518,17.31%,50060,1.56%,May-25
OAES-30-2-No,Ceanothus herbaceus,3401332,1973504,58.02%,603950,17.76%,228448,6.72%,May-25
OAES-30-2-Rh,Ceanothus herbaceus,6364392,2841318,44.64%,1313596,20.64%,91448,1.44%,May-25
OAES-30-2-Ro,Ceanothus herbaceus,22050,12040,54.60%,4092,18.56%,1864,8.45%,May-25
OAES-31-1-No,Pediomelum tenuiflorum,18752656,17620568,93.96%,669338,3.57%,612218,3.26%,May-25
OAES-31-1-Rh,Pediomelum tenuiflorum,18176902,14030784,77.19%,2973030,16.36%,353312,1.94%,May-25
OAES-31-1-Ro,Pediomelum tenuiflorum,2445338,1502512,61.44%,775042,31.69%,18452,0.75%,May-25
OAES-3-1-No,Astragalus plattensis,10557104,2845296,26.95%,491820,4.66%,7169082,67.91%,May-25
OAES-3-1-Rh,Astragalus plattensis,2549914,955140,37.46%,393460,15.43%,42234,1.66%,May-25
OAES-3-1-Ro,Astragalus plattensis,5751006,4477950,77.86%,1324740,23.03%,17916,0.31%,May-25
OAES-32-1-No,Astragalus nuttallianus var. austrinus,7787208,1427694,18.33%,183224,2.35%,5382952,69.13%,May-25
OAES-32-1-Rh,Astragalus nuttallianus var. austrinus,2734472,1136196,41.55%,406078,14.85%,74712,2.73%,May-25
OAES-32-1-Ro,Astragalus nuttallianus var. austrinus,3689800,3263934,88.46%,740688,20.07%,12808,0.35%,May-25
OAES-33-1-No,Astragalus missouriensis,8387228,3965380,47.28%,1736456,20.70%,3408540,40.64%,May-25
